Clusterid,RA,Dec,S_RF,S_colour,Sep_max,Sep_min,Sep_mean,Grade,Grade_by_LR,NUM_OF_IMG,in_GLQ,in_D22,Grade_by_D22,q,phi,rein,NOTE
11025886,354.4757657,-44.54653628,0.97,0.88,2.31412407,2.31412407,2.31412407,C,A,2,FALSE,FALSE,,,,,
11026123,48.54434476,-44.65159358,0.95,0.74,2.609259823,2.609259823,2.609259823,C,A,2,FALSE,FALSE,,,,,
11026422,81.29209097,-44.8186621,0.98,0.94,2.091721296,2.091721296,2.091721296,C,A,2,FALSE,FALSE,,,,,
11026888,53.672296,-45.06424955,0.92,0.96,2.455811682,2.455811682,2.455811682,A,A,2,FALSE,FALSE,,,,,
11030534,327.6195571,-46.88086135,0.91,0.85,2.408011694,2.408011694,2.408011694,B,A,2,FALSE,TRUE,B,,,,
11032569,85.47810211,-47.86988232,0.97,0.71,3.101651552,3.101651552,3.101651552,C,B,2,FALSE,FALSE,,,,,
11034543,92.62854504,-48.94519076,0.9,0.76,2.451124785,2.451124785,2.451124785,C,A,2,FALSE,FALSE,,,,,
11034895,336.6964652,-49.13195686,0.9,0.77,3.053799349,3.053799349,3.053799349,C,B,2,FALSE,FALSE,,,,,obvious lens
11036605,43.74892112,-50.05797772,0.95,0.82,2.027876184,2.027876184,2.027876184,C,A,2,FALSE,FALSE,,,,,
11038970,59.12507859,-51.17590836,0.96,0.72,2.480276148,2.480276148,2.480276148,B,C,2,FALSE,FALSE,,,,,
11039044,72.01531378,-51.21573742,0.95,0.88,2.631615012,2.631615012,2.631615012,B,C,2,FALSE,TRUE,C,,,,
11111002,79.53548257,-59.15329132,0.98,0.84,1.999086789,1.999086789,1.999086789,C,A,2,FALSE,FALSE,,,,,
11111209,319.6633912,-59.2362782,0.98,0.68,2.196566217,2.196566217,2.196566217,B,C,2,FALSE,FALSE,,,,,
11111260,332.4120101,-59.2611906,0.97,0.84,2.618978309,2.618978309,2.618978309,B,C,2,FALSE,FALSE,,,,,
11111546,86.1276067,-59.37716263,0.98,0.81,1.252346219,1.252346219,1.252346219,A,C,2,FALSE,TRUE,A,,,,
11112104,82.5119812,-59.61562856,0.96,0.65,2.155838453,2.155838453,2.155838453,B,B,2,FALSE,FALSE,,,,,
11114297,75.0575133,-60.34908185,0.94,0.72,1.452348825,1.452348825,1.452348825,C,A,2,FALSE,FALSE,,,,,
11116083,59.62041518,-60.75967859,0.98,0.71,2.911494628,2.911494628,2.911494628,B,A,2,FALSE,FALSE,,,,,
11116236,342.5327016,-60.78998018,0.92,0.66,1.984663155,1.984663155,1.984663155,C,A,2,FALSE,TRUE,C,,,,
11116934,78.42049442,-60.90864972,0.85,0.68,2.631698507,2.631698507,2.631698507,C,C,2,FALSE,FALSE,,,,,4?
11118974,69.44396873,-61.23279436,0.97,0.89,2.140300468,2.140300468,2.140300468,B,C,2,FALSE,FALSE,,,,,host galaxy?
11119191,79.70309649,-61.26003011,0.93,0.88,3.52246253,2.809065208,3.165763869,C,C,3,FALSE,FALSE,,,,,visible lens
11119759,14.57042009,-61.33450419,0.94,0.75,3.052465808,3.052465808,3.052465808,B,B,2,FALSE,FALSE,,,,,
11120009,54.78700909,-61.36245176,0.99,0.92,1.26208515,1.26208515,1.26208515,A,B,2,FALSE,TRUE,A,,,,
11122831,79.87199917,-61.61995388,0.96,0.73,2.461073795,2.461073795,2.461073795,C,A,2,FALSE,FALSE,,,,,
11128474,352.2302702,-61.97336922,0.97,0.73,2.110296127,2.110296127,2.110296127,C,A,2,FALSE,FALSE,,,,,
11129276,70.41937127,-62.01843567,0.98,0.58,3.28938653,3.28938653,3.28938653,C,C,2,FALSE,FALSE,,,,,
11139339,78.92525443,-62.44704719,0.9,0.71,1.859502983,1.859502983,1.859502983,A,C,2,FALSE,FALSE,,,,,
11224697,75.51187586,-63.41248894,0.97,0.78,4.528222497,4.528222497,4.528222497,A,A,2,FALSE,FALSE,,,,,obvious lens
11314442,67.30559733,-64.58321216,0.91,0.82,1.640748238,1.640748238,1.640748238,C,A,2,FALSE,FALSE,,,,,
11316923,60.13302966,-64.73149807,0.96,0.69,1.072161586,1.072161586,1.072161586,A,C,2,FALSE,TRUE,A,,,,
11318620,50.39687673,-64.8327624,0.97,0.9,0.628662161,0.628662161,0.628662161,A,C,2,FALSE,TRUE,C,,,,
11321422,63.32727056,-65.09548709,0.9,0.81,1.916905512,1.916905512,1.916905512,C,B,2,FALSE,FALSE,,,,,
11321530,70.4874775,-65.10662146,0.97,0.58,2.146118276,2.146118276,2.146118276,C,A,2,FALSE,FALSE,,,,,
11328011,355.703677,-65.77856298,0.89,0.77,3.038734293,3.038734293,3.038734293,C,C,2,FALSE,FALSE,,,,,4? & obvious lens
11413195,136.7937304,0.055768133,0.94,0.87,0.491420373,0.491420372,0.491420372,B,A,2,TRUE,FALSE,,,,,
11413434,235.6767952,0.0149991,0.96,0.7,2.693757034,2.693757034,2.693757034,C,C,2,FALSE,FALSE,,,,,4?
11414189,186.5333982,-0.100636743,0.99,0.83,0.629081875,0.629081875,0.629081875,B,B,2,TRUE,FALSE,,,,,
11418744,28.70951626,-0.804713012,0.98,0.91,2.273603849,2.273603849,2.273603849,C,A,2,FALSE,FALSE,,,,,
11419327,337.080901,-0.887599259,0.92,0.53,2.769179194,2.750925887,2.760052541,C,B,3,FALSE,FALSE,,,,,"interesting case, quad"
11423437,7.790893837,-1.577536226,0.97,0.71,2.888004168,2.888004168,2.888004168,C,A,2,FALSE,FALSE,,,,,
11423488,313.4654918,-1.585158609,0.89,0.65,2.06785478,2.06785478,2.06785478,B,A,2,FALSE,FALSE,,,,,
11425488,327.4990396,-1.974215217,0.98,0.87,2.290781027,2.290781027,2.290781027,B,A,2,FALSE,FALSE,,,,,
11426150,37.74359622,-2.115577915,0.98,0.94,3.250758451,3.250758451,3.250758451,C,A,2,FALSE,TRUE,C,,,,
11426442,346.7893246,-2.16352372,0.92,0.74,1.730255774,1.730255774,1.730255774,C,A,2,FALSE,FALSE,,,,,
11426534,190.6486075,-2.180260281,0.98,0.87,2.38791036,2.38791036,2.38791036,C,B,2,FALSE,FALSE,,,,,
11426584,33.46912682,-2.191787996,0.98,0.75,2.975558963,2.975558963,2.975558963,C,A,2,FALSE,FALSE,,,,,
11427379,185.9087889,-2.354516355,0.91,0.67,1.383958551,1.383958551,1.383958551,A,A,2,FALSE,FALSE,,,,,
11427860,18.34813959,-2.443179515,0.91,0.93,0.55306388,0.55306388,0.55306388,B,B,2,FALSE,TRUE,A,,,,
11429311,26.87090111,-2.715602633,0.88,0.94,2.421354689,2.421354689,2.421354689,C,A,2,FALSE,FALSE,,,,,
11430347,310.6278571,-2.904431175,0.85,0.54,2.812042984,2.812042984,2.812042984,A,A,2,FALSE,FALSE,,,,,
11430400,18.20413271,-2.917407621,0.89,0.87,3.123674562,3.123674562,3.123674562,C,C,2,FALSE,FALSE,,,,,4?
11431388,153.0660962,-3.117734837,0.98,0.55,3.060470078,1.657894458,2.161294305,A,A,4,TRUE,FALSE,,,,,
11431686,308.7298369,-3.164904461,0.86,0.81,1.960662925,1.960662925,1.960662925,B,C,2,FALSE,FALSE,,,,,
11431929,323.0650569,-3.209076038,0.97,0.83,2.349663342,2.349663342,2.349663342,C,A,2,FALSE,FALSE,,,,,
11433298,213.2708659,-3.496226291,0.94,0.59,3.418559162,3.418559162,3.418559162,C,B,2,FALSE,FALSE,,,,,
11433768,168.1810223,-3.585982807,0.96,0.85,0.841744322,0.841744322,0.841744322,B,C,2,FALSE,TRUE,B,,,,
11437817,125.1505276,-4.366233555,0.96,0.87,2.837269545,2.837269545,2.837269545,C,A,2,FALSE,FALSE,,,,,
11439641,156.4854235,-4.715727998,0.95,0.64,2.333956242,2.333956242,2.333956242,B,A,2,FALSE,FALSE,,,,,
11440757,316.7737496,-4.918421871,0.89,0.84,2.254427519,2.254427519,2.254427519,B,A,2,FALSE,TRUE,C,,,,
11441092,9.027343657,-4.986935914,0.89,0.53,3.117307933,3.117307933,3.117307933,C,C,2,FALSE,FALSE,,,,,4?
11441113,326.4168577,-4.990050798,0.94,0.51,2.889276703,2.889276703,2.889276703,C,B,2,FALSE,FALSE,,,,,
11442053,42.65547864,-5.155761749,0.95,0.87,3.246747369,3.246747369,3.246747369,C,C,2,FALSE,FALSE,,,,,4?
11442708,338.3964123,-5.274765556,0.93,0.83,2.043531234,2.043531234,2.043531234,B,A,2,FALSE,FALSE,,,,,
11443444,62.07950238,-5.420494206,0.96,0.93,1.255494431,1.255494431,1.255494431,A,A,2,FALSE,TRUE,B,,,,
